世代,個体No,実値,適応度, 係数0, 係数1
2554,80,1.522,15.222,-0.28,0.63
2555,83,1.717,17.169,0.02,0.53
2556,36,1.381,13.808,-0.62,0.48
2557,57,1.958,19.581,0.03,0.20
2558,35,1.762,17.625,-0.34,0.35
2559,64,1.417,14.165,-0.16,-0.75
2560,91,1.803,18.033,0.44,0.03
2561,23,1.838,18.375,0.07,0.40
2562,71,1.552,15.523,-0.67,0.04
2563,12,1.950,19.500,-0.03,-0.22
2564,24,1.635,16.353,-0.53,0.29
2565,10,1.882,18.822,-0.00,-0.34
2566,52,-0.944,-9.438,-0.22,1.70
2567,43,1.463,14.629,-0.22,0.70
2568,27,0.399,3.989,0.73,-1.03
2569,55,-0.051,-0.508,1.41,0.26
2570,57,1.001,10.006,-0.55,-0.83
2571,12,1.908,19.080,-0.30,0.06
2572,35,1.699,16.989,-0.30,-0.46
2573,42,1.774,17.735,-0.48,-0.02
2574,99,1.814,18.138,-0.25,-0.36
2575,86,1.488,14.883,-0.27,0.66
2576,54,1.486,14.859,-0.57,-0.44
2577,49,0.341,3.407,-0.42,-1.22
2578,57,1.185,11.850,-0.71,0.56
2579,89,1.623,16.230,-0.10,0.61
2580,36,-1.213,-12.125,-0.84,-1.59
2581,99,1.840,18.397,0.28,-0.28
2582,82,1.533,15.334,0.60,0.33
2583,29,1.803,18.032,0.40,-0.19
2584,83,0.483,4.826,-1.06,0.62
2585,61,1.711,17.109,-0.52,-0.15
2586,5,-0.073,-0.725,-0.68,1.27
2587,50,1.919,19.188,0.03,-0.28
2588,66,-0.285,-2.853,0.59,1.39
2589,91,0.625,6.251,-1.00,0.61
2590,19,0.323,3.230,-0.19,1.28
2591,36,1.231,12.307,-0.85,-0.20
2592,40,1.692,16.917,0.54,0.13
2593,5,1.914,19.143,-0.15,0.25
2594,40,1.433,14.332,-0.22,-0.72
2595,79,1.900,19.005,0.09,0.30
2596,30,1.600,16.002,0.48,0.41
2597,24,1.022,10.222,-0.81,-0.57
2598,77,1.743,17.432,0.35,0.37
2599,44,0.303,3.028,-1.15,-0.62
2600,2,1.928,19.278,0.01,-0.27
2601,15,1.053,10.531,0.94,-0.25
2602,77,1.333,13.334,-0.67,-0.46
2603,96,1.008,10.080,0.06,-0.99
2604,3,1.369,13.685,-0.77,-0.19
2605,5,0.144,1.444,1.21,-0.63
2606,96,1.322,13.224,0.33,0.75
2607,86,1.397,13.965,0.40,-0.67
2608,59,1.944,19.444,0.20,-0.13
2609,54,1.230,12.295,0.81,0.33
2610,74,1.708,17.084,-0.50,0.21
2611,89,0.864,8.643,-0.41,-0.98
2612,98,1.999,19.987,-0.03,-0.02
2613,84,1.994,19.943,-0.06,0.05
2614,26,0.301,3.010,0.42,1.23
2615,46,1.200,11.999,0.84,0.31
2616,44,0.524,5.239,-0.81,-0.91
2617,71,1.854,18.544,0.36,0.12
2618,76,1.213,12.135,-0.67,-0.58
2619,31,1.019,10.192,0.38,0.92
2620,12,0.765,7.649,0.90,0.65
2621,66,1.294,12.937,0.74,-0.40
2622,5,0.816,8.158,-1.08,0.11
2623,13,1.890,18.901,-0.25,0.21
2624,25,1.875,18.747,0.17,0.31
2625,56,-0.734,-7.342,1.40,0.89
2626,77,0.126,1.265,0.60,1.23
2627,66,1.330,13.302,0.24,0.78
2628,50,1.856,18.558,-0.16,0.34
2629,8,0.685,6.848,-1.11,0.30
2630,13,-0.089,-0.890,0.56,-1.33
2631,76,0.434,4.337,-1.20,-0.35
2632,99,1.466,14.660,-0.06,0.73
2633,23,1.217,12.167,-0.70,-0.54
2634,64,1.506,15.058,0.51,-0.48
2635,42,1.418,14.179,-0.48,0.59
2636,78,-0.401,-4.010,1.41,0.64
2637,43,-2.331,-23.308,-1.86,-0.94
2638,13,1.977,19.768,-0.11,-0.10
2639,9,1.947,19.466,0.14,-0.18
2640,58,1.427,14.267,0.71,0.26
2641,9,-0.408,-4.079,-1.53,-0.23
2642,66,1.909,19.090,-0.30,-0.02
2643,18,1.889,18.888,0.20,-0.27
2644,74,1.904,19.041,-0.05,0.31
2645,98,1.741,17.408,0.32,-0.40
2646,15,-0.470,-4.703,-0.97,1.24
2647,10,1.809,18.085,-0.34,0.27
2648,97,1.393,13.926,0.76,0.19
2649,29,0.865,8.646,-0.46,-0.96
2650,29,-0.299,-2.990,0.49,-1.43
2651,45,1.806,18.057,0.29,-0.33
2652,76,0.766,7.657,-0.04,1.11
2653,15,1.576,15.763,-0.62,0.21
2654,68,1.890,18.902,0.25,-0.22
2655,41,0.340,3.397,-1.07,0.71
2656,64,1.410,14.102,0.56,0.53
2657,86,0.340,3.396,1.18,0.51
2658,29,1.866,18.664,-0.25,-0.27
2659,17,1.245,12.449,-0.86,0.09
2660,32,1.706,17.064,-0.08,-0.54
2661,90,0.940,9.397,-0.19,-1.01
2662,14,1.417,14.166,-0.35,0.68
2663,88,1.753,17.532,-0.36,0.35
2664,97,1.742,17.424,-0.49,0.15
2665,30,1.844,18.439,0.37,-0.15
2666,16,0.162,1.619,-0.16,1.35
2667,98,1.645,16.448,-0.31,-0.51
2668,27,0.435,4.350,-0.39,-1.19
2669,26,1.858,18.577,0.36,0.11
2670,44,0.840,8.403,0.12,1.07
2671,29,1.786,17.860,0.46,0.04
2672,13,1.546,15.461,-0.00,-0.67
2673,72,-0.106,-1.056,-0.22,1.43
2674,69,0.966,9.657,0.37,-0.95
2675,80,1.217,12.175,-0.54,0.70
2676,8,-2.789,-27.890,0.98,-1.96
2677,67,1.936,19.364,-0.22,0.12
2678,96,0.796,7.956,-1.02,0.41
2679,31,1.617,16.175,0.13,0.61
2680,9,1.738,17.382,-0.44,-0.26
2681,70,0.691,6.913,-1.11,-0.27
2682,11,1.936,19.358,-0.24,-0.09
2683,98,1.629,16.285,0.44,-0.42
2684,42,1.816,18.159,-0.17,0.40
2685,33,0.416,4.161,-0.97,-0.80
2686,38,0.280,2.800,1.01,0.84
2687,10,1.730,17.303,-0.38,0.35
2688,23,0.125,1.250,1.36,-0.12
2689,26,1.555,15.553,0.65,0.17
2690,67,1.325,13.251,-0.60,0.56
2691,29,1.273,12.727,0.81,-0.27
2692,20,1.140,11.397,-0.73,-0.57
2693,12,1.613,16.126,0.62,-0.07
2694,61,0.123,1.226,-1.00,-0.94
2695,94,1.210,12.096,-0.72,-0.52
2696,69,1.905,19.049,0.19,0.24
2697,16,1.937,19.372,-0.15,0.20
2698,21,1.054,10.537,-0.19,0.95
2699,82,1.242,12.418,0.48,-0.73
2700,97,1.219,12.189,-0.88,0.09
2701,70,1.806,18.056,0.31,0.31
2702,51,0.144,1.441,-0.65,1.20
2703,31,1.620,16.196,-0.27,0.55
2704,72,1.845,18.445,-0.36,0.17
2705,49,1.288,12.883,0.42,0.73
2706,50,1.579,15.787,-0.65,-0.04
2707,90,1.954,19.545,-0.21,0.05
2708,71,1.020,10.197,-0.70,0.70
2709,53,0.637,6.374,1.17,-0.07
2710,9,1.324,13.242,0.61,-0.56
2711,39,1.745,17.453,0.45,-0.23
2712,61,1.532,15.321,0.56,-0.39
2713,18,1.592,15.916,0.63,-0.11
2714,64,0.778,7.782,-0.62,-0.91
2715,84,0.408,4.080,0.97,-0.81
2716,91,1.193,11.931,-0.65,0.62
2717,12,1.983,19.833,-0.10,0.09
2718,31,1.598,15.977,0.62,-0.15
2719,34,1.446,14.460,-0.71,0.21
2720,95,1.053,10.529,-0.96,0.18
2721,41,1.265,12.651,-0.44,0.73
2722,38,1.218,12.177,0.86,-0.19
2723,12,1.357,13.568,0.80,-0.02
2724,30,0.528,5.276,0.60,-1.05
2725,26,-0.216,-2.155,0.62,-1.35
2726,6,1.928,19.284,0.08,0.26
2727,31,0.892,8.921,-0.77,0.72
2728,48,1.903,19.025,-0.30,-0.10
2729,53,-0.598,-5.985,-0.32,1.58
2730,39,1.171,11.707,0.91,-0.07
2731,18,1.995,19.947,0.07,0.01
2732,11,1.812,18.121,-0.30,0.31
2733,15,0.854,8.543,0.70,-0.81
2734,95,1.333,13.331,-0.74,-0.35
2735,5,-0.274,-2.743,-1.21,0.90
2736,41,1.779,17.793,-0.19,-0.43
2737,33,1.240,12.401,0.52,-0.70
2738,69,1.431,14.307,0.75,0.05
2739,13,1.380,13.802,-0.78,0.10
2740,88,1.620,16.201,0.18,0.59
2741,85,1.091,10.906,-0.21,-0.93
2742,76,1.693,16.932,-0.13,-0.54
2743,36,1.576,15.762,0.51,-0.40
2744,17,1.786,17.860,0.43,0.16
2745,79,1.383,13.828,-0.77,0.13
2746,91,1.678,16.779,-0.38,-0.42
2747,50,1.801,18.015,0.32,0.31
2748,3,1.237,12.365,-0.87,0.10
2749,36,1.660,16.600,-0.57,-0.11
2750,95,1.101,11.009,-0.55,-0.77
2751,98,-0.141,-1.415,-0.40,-1.41
2752,6,-0.521,-5.207,1.59,-0.04
2753,48,1.929,19.286,-0.26,0.07
2754,60,1.018,10.181,0.90,0.41
2755,94,1.952,19.520,0.12,0.18
2756,32,-0.804,-8.045,-0.34,1.64
2757,2,0.982,9.816,0.71,0.72
2758,63,1.249,12.488,0.42,0.76
2759,16,1.979,19.794,0.07,0.13
2760,29,0.457,4.566,0.88,0.87
2761,13,1.230,12.296,-0.74,-0.48
2762,67,1.692,16.923,0.39,0.39
2763,99,1.728,17.278,-0.36,0.38
2764,29,-0.427,-4.273,1.43,0.62
2765,64,1.355,13.551,-0.77,0.22
2766,17,1.708,17.084,-0.03,0.54
2767,4,1.425,14.245,0.75,-0.08
2768,35,0.255,2.547,-0.33,1.28
2769,9,0.978,9.778,-0.74,-0.69
2770,39,0.421,4.210,-0.54,-1.14
2771,50,1.604,16.036,0.59,0.23
2772,69,0.429,4.294,-1.24,0.20
2773,94,1.437,14.365,-0.20,-0.72
2774,58,1.530,15.305,0.13,0.67
2775,27,1.413,14.131,0.62,-0.46
2776,89,1.999,19.990,-0.00,0.03
2777,75,0.533,5.331,1.12,-0.46
2778,66,1.623,16.232,-0.03,0.61
2779,94,1.039,10.390,-0.40,0.89
2780,41,1.835,18.350,-0.40,-0.07
2781,1,0.237,2.372,0.23,1.31
2782,57,1.236,12.361,-0.84,0.25
2783,62,-0.675,-6.752,1.49,-0.68
2784,79,1.122,11.221,0.72,0.60
2785,42,0.692,6.917,1.11,0.26
2786,52,1.164,11.637,0.13,-0.91
2787,74,1.663,16.634,0.58,0.02
2788,57,1.628,16.280,-0.61,0.07
2789,99,-0.324,-3.238,0.25,-1.50
2790,44,1.640,16.396,-0.57,-0.18
2791,19,1.500,14.996,0.14,-0.69
2792,66,1.040,10.403,0.29,-0.94
2793,32,0.826,8.260,-0.32,1.03
2794,65,1.819,18.189,0.28,0.32
2795,10,1.262,12.616,-0.75,-0.42
2796,6,0.500,5.001,0.73,0.98
2797,87,0.158,1.583,-0.49,1.27
2798,13,1.351,13.508,-0.61,-0.53
2799,59,1.889,18.887,-0.24,-0.24
2800,60,1.910,19.100,0.28,-0.10
2801,23,1.027,10.268,-0.88,0.45
2802,39,0.535,5.355,0.96,0.73
2803,42,1.137,11.366,-0.84,-0.41
2804,74,1.905,19.047,-0.29,-0.09
2805,57,1.205,12.051,0.89,0.06
2806,29,1.907,19.068,-0.12,0.28
2807,58,1.636,16.361,0.53,-0.29
2808,28,-0.389,-3.892,-0.86,-1.29
2809,16,0.534,5.344,-0.54,-1.08
2810,26,1.902,19.021,-0.25,0.19
2811,16,0.967,9.669,-0.99,-0.22
2812,65,0.859,8.593,-0.99,-0.41
2813,19,1.436,14.365,-0.67,-0.34
2814,17,0.995,9.951,0.78,-0.63
2815,13,1.086,10.857,0.85,-0.45
2816,81,1.450,14.500,0.60,-0.44
2817,20,1.545,15.453,-0.48,0.48
2818,23,1.714,17.140,-0.11,0.52
2819,97,1.660,16.604,-0.52,0.26
2820,30,1.826,18.258,-0.37,0.19
2821,58,1.341,13.406,-0.81,-0.07
2822,18,0.987,9.872,-0.33,0.95
2823,67,1.678,16.782,0.35,0.45
2824,82,1.486,14.857,-0.16,0.70
2825,8,1.928,19.280,-0.27,0.01
2826,20,1.932,19.323,0.17,0.19
2827,63,1.300,13.003,-0.68,-0.49
2828,83,1.613,16.127,0.62,0.09
2829,23,1.879,18.793,-0.35,-0.03
2830,40,1.327,13.265,-0.64,-0.52
2831,63,0.943,9.432,1.02,0.08
2832,37,1.965,19.650,-0.05,0.18
2833,11,1.186,11.864,0.45,0.78
2834,79,1.896,18.961,-0.14,-0.29
2835,61,1.805,18.049,-0.39,0.21
2836,40,-0.125,-1.247,-0.58,1.34
2837,73,1.887,18.870,-0.34,-0.01
2838,12,1.429,14.286,0.73,-0.21
2839,21,1.864,18.644,-0.36,-0.07
2840,15,1.798,17.984,-0.45,-0.02
2841,31,1.450,14.497,0.71,-0.21
2842,44,0.886,8.858,0.65,0.84
2843,58,1.278,12.783,-0.42,-0.74
2844,71,0.424,4.237,0.37,1.20
2845,51,1.958,19.581,-0.12,0.17
2846,10,1.749,17.494,-0.46,0.19
2847,16,1.968,19.677,0.02,0.18
2848,85,1.817,18.170,-0.32,0.28
2849,72,1.896,18.961,0.11,-0.30
2850,52,1.784,17.836,0.37,-0.28
2851,83,1.975,19.754,0.16,0.01
2852,15,1.874,18.741,-0.10,0.34
2853,59,-0.605,-6.049,-1.61,-0.00
2854,46,1.027,10.266,-0.46,0.87
2855,41,1.645,16.451,-0.57,-0.16
2856,87,1.483,14.834,0.23,-0.68
2857,55,1.449,14.493,-0.70,0.23
2858,88,0.823,8.228,-0.87,-0.64
2859,61,1.245,12.446,-0.84,0.21
2860,54,1.267,12.669,0.77,0.37
2861,72,1.783,17.825,-0.15,0.44
2862,46,1.736,17.360,0.48,-0.19
2863,26,1.111,11.111,0.32,-0.89
2864,92,1.048,10.483,-0.97,0.10
2865,95,-0.914,-9.139,1.31,-1.09
2866,5,1.674,16.741,-0.05,-0.57
2867,45,1.176,11.764,-0.55,-0.72
2868,99,0.596,5.961,0.23,1.16
2869,74,1.613,16.126,0.60,-0.15
2870,40,0.860,8.598,-0.01,-1.07
2871,41,-0.714,-7.135,-1.55,0.57
2872,1,1.691,16.912,-0.02,-0.56
2873,62,1.271,12.707,-0.65,0.55
2874,44,1.621,16.207,0.61,-0.09
2875,12,0.547,5.474,-1.02,0.65
2876,40,1.070,10.698,-0.88,0.39
2877,40,0.140,1.401,1.01,-0.92
2878,27,1.372,13.722,-0.42,0.67
2879,65,1.524,15.242,0.38,-0.58
2880,66,1.372,13.716,0.70,-0.37
2881,4,1.642,16.423,-0.24,0.55
2882,30,1.921,19.207,-0.21,0.18
2883,16,-1.700,-17.004,-1.89,0.35
2884,65,1.247,12.475,-0.53,-0.69
2885,18,1.759,17.594,-0.46,-0.16
2886,69,1.861,18.607,0.14,-0.35
2887,2,0.333,3.332,0.06,1.29
2888,86,1.937,19.369,-0.24,0.07
2889,84,1.705,17.048,0.54,0.02
2890,67,1.113,11.131,-0.25,0.91
2891,99,0.064,0.645,0.13,-1.38
2892,17,1.026,10.261,0.66,-0.73
2893,85,1.428,14.280,0.50,0.57
2894,33,1.922,19.216,0.28,-0.03
2895,65,1.815,18.154,0.43,0.02
2896,84,1.898,18.982,0.32,-0.00
2897,64,1.800,17.995,0.27,0.36
2898,70,1.839,18.386,0.38,-0.14
2899,90,1.801,18.012,0.34,0.29
2900,64,0.553,5.530,0.79,-0.91
2901,27,-0.301,-3.012,0.29,1.49
2902,19,0.982,9.815,-0.10,-1.00
2903,90,0.733,7.328,0.70,-0.88
2904,55,0.986,9.863,-0.78,0.63
2905,40,1.123,11.233,0.51,-0.79
2906,85,1.914,19.136,0.12,0.27
2907,66,1.544,15.439,0.15,0.66
2908,85,1.293,12.931,-0.23,0.81
2909,94,1.074,10.737,0.89,0.37
2910,54,1.745,17.453,-0.50,0.01
2911,24,1.904,19.044,0.25,-0.19
2912,18,1.862,18.619,-0.28,-0.24
2913,50,-0.554,-5.540,-0.73,-1.42
2914,25,0.818,8.181,-0.51,-0.96
2915,48,1.906,19.057,0.14,-0.27
2916,76,1.344,13.442,0.46,-0.67
2917,65,1.571,15.714,0.60,0.27
2918,3,1.408,14.079,-0.63,0.44
2919,25,0.591,5.911,-0.72,-0.94
2920,26,1.788,17.876,0.10,0.45
2921,3,1.307,13.074,-0.08,0.83
2922,18,1.662,16.618,-0.29,0.50
2923,29,1.530,15.304,-0.00,-0.69
2924,52,1.918,19.180,-0.11,0.26
2925,61,1.801,18.011,-0.42,0.15
2926,33,0.803,8.029,0.98,0.49
2927,93,-0.280,-2.803,0.00,-1.51
2928,72,1.386,13.863,0.78,0.02
2929,77,0.284,2.837,0.21,1.29
2930,16,0.892,8.924,-1.04,-0.15
2931,89,1.861,18.611,-0.28,0.25
2932,84,-0.796,-7.958,-1.32,-1.03
2933,44,1.232,12.324,0.18,-0.86
2934,54,-1.247,-12.467,-0.12,1.80
2935,30,1.861,18.609,-0.31,-0.21
2936,13,0.968,9.678,0.95,0.35
2937,84,1.703,17.035,-0.47,-0.27
2938,92,1.280,12.803,0.30,0.79
2939,65,1.995,19.951,-0.02,-0.07
2940,83,1.553,15.534,-0.54,-0.40
2941,10,1.962,19.617,-0.15,0.13
2942,65,1.758,17.583,0.36,-0.34
2943,42,1.655,16.549,-0.57,-0.12
2944,59,0.389,3.892,-0.99,-0.79
2945,29,1.235,12.349,0.80,-0.36
2946,39,-1.047,-10.468,-1.74,0.16
2947,74,1.954,19.536,0.11,0.19
2948,40,0.977,9.767,-0.13,1.00
2949,28,1.258,12.579,0.72,0.47
2950,41,0.120,1.204,1.22,-0.63
2951,51,1.416,14.162,-0.49,0.58
2952,71,1.435,14.347,-0.25,-0.71
2953,84,1.276,12.757,0.81,0.25
2954,44,0.829,8.286,1.02,0.37
2955,13,1.720,17.196,0.17,-0.50
2956,80,1.356,13.557,-0.51,-0.62
2957,90,1.692,16.924,0.36,-0.42
2958,99,1.457,14.568,-0.32,0.66
2959,72,1.263,12.635,-0.51,-0.69
2960,55,1.952,19.517,-0.13,0.18
2961,7,0.881,8.815,1.06,0.02
2962,68,1.214,12.139,-0.50,-0.73
2963,15,1.825,18.251,0.36,-0.22
2964,25,1.782,17.821,-0.23,-0.40
2965,22,1.606,16.058,-0.57,-0.27
2966,24,0.422,4.221,-1.25,0.11
2967,41,-0.319,-3.185,1.25,0.87
2968,52,1.948,19.479,-0.20,0.12
2969,42,0.952,9.517,-0.63,0.81
2970,83,0.346,3.456,-1.15,0.57
2971,59,1.196,11.960,-0.50,0.74
2972,43,1.923,19.231,-0.26,0.10
2973,77,1.737,17.366,0.46,-0.22
2974,78,1.791,17.910,-0.00,0.46
2975,25,1.953,19.531,-0.14,0.17
2976,44,1.799,17.992,0.05,-0.45
2977,18,1.932,19.316,0.20,-0.17
2978,93,0.814,8.137,1.06,-0.24
2979,8,0.550,5.497,-0.64,-1.02
2980,96,1.636,16.363,-0.60,0.09
2981,96,1.932,19.321,-0.05,-0.26
2982,55,1.700,17.005,0.55,0.02
2983,34,1.585,15.849,0.16,0.62
2984,99,0.074,0.735,1.34,0.37
2985,65,1.906,19.060,0.28,0.13
2986,22,1.642,16.419,-0.29,-0.52
2987,98,1.710,17.099,-0.42,0.34
2988,4,0.668,6.685,0.68,-0.93
2989,77,1.066,10.658,0.26,0.93
2990,56,-0.261,-2.613,-0.94,-1.17
2991,29,1.859,18.591,0.35,0.13
2992,4,1.733,17.328,0.48,0.18
2993,14,1.900,19.005,0.30,-0.11
2994,20,1.659,16.594,-0.35,0.46
2995,93,1.476,14.761,-0.15,0.71
2996,8,1.319,13.193,0.59,-0.57
2997,53,1.792,17.919,0.44,0.12
2998,71,1.936,19.363,-0.20,0.16
2999,13,1.842,18.415,-0.30,-0.26
3000,45,1.404,14.035,0.77,-0.04
3001,32,1.199,11.991,0.64,-0.62
3002,37,1.281,12.806,-0.43,-0.73
3003,50,1.464,14.640,0.25,-0.69
3004,35,1.720,17.205,0.49,0.19
3005,94,1.248,12.477,0.25,-0.83
3006,5,1.981,19.812,-0.01,0.14
3007,42,1.798,17.977,0.42,-0.16
3008,38,1.379,13.794,-0.20,0.76
3009,95,-0.129,-1.293,1.46,-0.01
3010,15,-1.009,-10.088,-0.34,-1.70
3011,4,1.916,19.165,0.24,0.16
3012,43,1.278,12.780,0.73,-0.44
3013,9,1.861,18.612,0.24,0.29
3014,43,0.585,5.855,-0.68,0.98
3015,38,1.854,18.543,0.38,-0.02
3016,57,0.824,8.240,-1.05,-0.26
3017,53,0.103,1.032,-0.16,-1.37
3018,36,1.514,15.136,0.55,0.43
3019,94,1.292,12.925,0.75,-0.37
3020,18,1.993,19.927,-0.07,-0.05
3021,68,0.858,8.580,0.87,0.63
3022,48,1.950,19.499,-0.22,0.05
3023,33,0.790,7.898,-0.09,-1.10
3024,49,1.316,13.156,0.52,-0.64
3025,97,-0.412,-4.119,-1.16,1.03
3026,9,1.937,19.374,0.17,-0.18
3027,59,1.410,14.099,-0.11,0.76
3028,75,1.504,15.040,-0.65,-0.27
3029,8,0.589,5.888,1.08,-0.50
3030,34,1.298,12.984,-0.56,-0.62
3031,95,-0.309,-3.095,1.24,0.88
3032,78,1.430,14.296,-0.52,0.55
3033,13,1.731,17.308,-0.22,0.47
3034,86,1.993,19.926,0.09,-0.01
3035,14,1.498,14.981,-0.45,-0.55
3036,49,0.366,3.664,0.83,-0.97
3037,19,0.448,4.484,1.18,-0.38
3038,5,1.820,18.203,-0.10,0.41
3039,65,1.821,18.207,0.42,-0.04
3040,81,1.191,11.908,-0.86,-0.26
3041,12,1.627,16.270,0.61,-0.05
3042,88,1.842,18.421,0.04,-0.40
3043,63,1.857,18.570,0.15,-0.35
3044,50,0.846,8.456,-0.70,-0.81
3045,41,0.047,0.471,0.03,1.40
3046,53,0.560,5.598,1.12,0.43
3047,49,1.881,18.809,0.35,-0.00
3048,17,1.903,19.035,-0.27,0.16
3049,68,0.917,9.170,-0.54,0.89
3050,61,-2.931,-29.315,1.99,-0.99
3051,20,1.307,13.069,0.07,-0.83
3052,20,0.721,7.211,-0.94,0.63
3053,75,1.848,18.480,-0.38,0.10
3054,71,1.672,16.721,0.05,0.57
3055,22,0.300,2.996,0.85,0.99
3056,47,1.569,15.693,-0.04,0.65
3057,66,0.288,2.878,-0.62,-1.15
3058,56,1.686,16.865,0.05,-0.56
3059,71,0.375,3.748,-0.24,1.25
3060,98,1.525,15.251,0.69,0.06
3061,39,-0.333,-3.331,0.85,-1.27
3062,57,0.726,7.258,1.13,0.06
3063,59,0.821,8.214,-0.04,1.09
3064,33,-0.341,-3.411,-1.22,0.93
3065,90,1.273,12.728,0.02,-0.85
3066,29,1.891,18.908,0.31,-0.13
3067,66,1.500,15.003,0.56,-0.43
3068,96,1.489,14.889,0.67,-0.24
3069,99,0.899,8.992,-0.50,-0.92
3070,9,1.861,18.606,-0.16,-0.34
3071,29,1.999,19.988,0.03,0.02
3072,92,1.190,11.902,0.69,-0.57
3073,43,0.313,3.132,1.23,0.42
3074,93,0.875,8.753,-0.23,1.04
3075,17,1.290,12.898,-0.49,-0.68
3076,65,1.188,11.884,-0.69,0.58
3077,31,1.733,17.334,0.47,-0.22
3078,37,1.663,16.632,-0.46,-0.36
3079,40,0.130,1.296,1.26,-0.52
3080,87,-0.072,-0.716,-0.05,1.44
3081,83,-2.280,-22.799,-1.51,1.42
3082,55,1.986,19.860,-0.12,0.01
3083,31,1.884,18.836,0.17,-0.30
3084,39,0.504,5.042,-0.74,-0.97
3085,17,1.309,13.086,-0.19,0.81
3086,11,1.079,10.793,0.09,-0.96
3087,40,1.498,14.980,-0.64,-0.30
3088,14,1.569,15.693,-0.56,-0.35
3089,78,1.360,13.602,-0.04,0.80
3090,40,1.116,11.164,0.72,-0.60
3091,28,1.517,15.167,0.18,0.67
3092,23,1.213,12.134,-0.42,0.78
3093,29,1.570,15.699,0.63,-0.18
3094,55,1.192,11.917,-0.11,-0.89
3095,83,0.557,5.569,0.68,-0.99
3096,75,1.874,18.739,-0.35,0.02
3097,14,0.937,9.368,0.93,0.45
3098,69,1.560,15.602,-0.46,-0.48
3099,68,1.745,17.445,-0.30,0.40
3100,90,0.766,7.656,0.57,-0.96
3101,23,1.897,18.972,-0.20,-0.25
3102,88,1.894,18.941,0.32,-0.05
3103,79,0.767,7.666,-0.10,1.11
3104,99,1.770,17.696,-0.27,0.40
3105,91,1.748,17.480,0.35,-0.36
3106,44,0.292,2.920,-1.19,0.55
3107,92,1.816,18.161,0.29,-0.31
3108,86,0.578,5.782,0.94,0.73
3109,70,1.174,11.742,-0.02,0.91
3110,21,1.381,13.813,-0.78,0.07
3111,92,1.903,19.028,-0.23,-0.21
3112,69,1.962,19.616,-0.01,-0.20
3113,80,1.317,13.171,-0.60,0.57
3114,32,1.486,14.859,0.37,-0.61
3115,68,1.368,13.678,-0.74,-0.30
3116,63,0.084,0.837,1.11,-0.83
3117,64,1.969,19.693,-0.11,-0.13
3118,4,1.498,14.978,0.12,-0.70
3119,86,1.407,14.067,0.19,-0.75
3120,11,-0.246,-2.457,-0.65,1.35
3121,43,-1.229,-12.294,-1.31,1.23
3122,56,-0.219,-2.188,-0.54,1.39
3123,58,1.177,11.773,0.33,-0.84
3124,50,1.868,18.677,-0.03,0.36
3125,91,0.554,5.541,0.10,-1.20
3126,88,1.171,11.715,0.01,-0.91
3127,53,1.827,18.266,0.19,0.37
3128,90,1.809,18.093,0.11,0.42
3129,93,1.362,13.615,-0.79,-0.08
3130,93,0.513,5.129,-0.79,-0.93
3131,14,1.210,12.098,0.59,-0.66
3132,26,1.474,14.739,-0.70,0.20
3133,85,1.942,19.423,0.22,0.09
3134,46,1.935,19.347,-0.26,-0.01
3135,12,0.866,8.665,-0.99,0.40
3136,11,1.288,12.879,-0.84,-0.06
3137,6,1.916,19.155,-0.29,-0.05
3138,25,1.865,18.653,0.18,-0.32
3139,80,0.958,9.578,-0.01,1.02
3140,27,1.527,15.272,-0.68,-0.12
3141,40,1.735,17.346,-0.42,-0.30
3142,39,1.763,17.627,0.12,-0.47
3143,69,1.979,19.790,-0.03,0.14
3144,22,1.393,13.927,-0.07,0.78
3145,26,1.962,19.623,0.19,-0.00
3146,78,1.197,11.973,0.07,-0.89
3147,89,1.679,16.789,0.33,0.46
3148,48,0.617,6.172,0.90,-0.75
3149,12,1.714,17.142,-0.52,0.14
3150,59,0.431,4.307,-0.37,1.20
3151,81,1.489,14.893,-0.28,0.66
3152,42,1.464,14.641,-0.73,0.10
3153,11,1.294,12.944,-0.20,-0.82
3154,30,1.719,17.187,0.48,0.22
3155,78,-0.318,-3.182,1.02,1.13
3156,81,1.687,16.870,-0.23,0.51
3157,40,1.433,14.329,-0.71,-0.26
3158,41,1.998,19.979,0.01,-0.04
3159,3,0.701,7.015,0.18,-1.12
3160,60,1.884,18.838,0.28,0.19
3161,75,0.921,9.205,0.85,-0.60
3162,40,1.268,12.681,-0.82,0.24
3163,24,1.972,19.716,-0.01,0.17
3164,31,1.706,17.060,-0.45,0.30
3165,43,1.922,19.224,0.04,0.28
3166,31,1.277,12.765,0.67,0.53
3167,21,1.917,19.172,0.11,0.27
3168,85,0.510,5.104,-0.91,-0.81
3169,23,1.808,18.076,0.34,-0.28
3170,40,1.206,12.063,-0.40,0.79
3171,87,1.680,16.795,0.53,0.21
3172,1,1.860,18.604,-0.11,0.36
3173,53,1.646,16.459,0.21,-0.56
3174,8,1.127,11.275,0.44,-0.82
3175,64,1.548,15.485,-0.67,-0.08
3176,29,-0.543,-5.430,-0.03,1.59
3177,65,1.037,10.372,0.87,-0.46
3178,44,1.894,18.939,-0.30,-0.12
3179,32,1.331,13.307,-0.80,0.17
3180,29,1.861,18.613,-0.34,0.16
3181,68,1.948,19.481,0.16,0.16
3182,24,1.976,19.758,-0.00,-0.16
